ID,Type,SKU,Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,"Meta: _wp_page_template","Meta: site-sidebar-layout","Meta: site-content-layout","Meta: theme-transparent-header-meta","Meta: _uag_css_file_name"
7988,simple,PL009,"Plats a gateau en carton",1,0,visible,"pack de 18","Petits plats en carton. Ideal pour partager des tranches de gxc3xa2teaux pendant des manifestations.",,,taxable,,1,,,0,0,,18,,,1,,,"1000,00","Assiettes, Biodegradable, Carton alimentaire",,,"http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/plats-gateaux.jpg",,,,,,,,,0,default,default,default,default,
7989,simple,PL015,"Plats FALCON en carton lot/100",1,0,visible,100,"Assiettes en carton 100% biodegradable. Eco-friendly.",,,taxable,,1,,,0,0,,23,,,1,,,"4000,00","Carton alimentaire",,,,,,,,,,,,0,,,,,
7990,simple,PL017,"Plats FALCON en carton PM",1,0,visible,"pack de 100","Assiettes en carton 100% biodegradable. Eco-friendly.",,,taxable,,1,,,0,0,,18,,,1,,,"2800,00","Carton alimentaire",,,,,,,,,,,,0,,,,,
7991,simple,ASS005,"Assiettes PP blanches",1,0,visible,"pack de 39-45",,,,taxable,,1,,,0,0,,23,,,1,,,"6000,00",Polypropylene,,,http://laroseellc.shop/wp-content/uploads/2023/08/OIP.jpg,,,,,,,,,0,default,default,default,default,
7992,simple,PL018,"Assiettes en carton blanc or",1,0,visible,"pack de 10",,,,taxable,,1,,,0,0,,23,,,1,,,"1000,00","Carton alimentaire, Papier",,,http://laroseellc.shop/wp-content/uploads/2023/08/Paper-Plate.jpg,,,,,,,,,0,default,default,default,default,
7993,simple,couv001,"Cuilleres jetables blanches",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"700,00",Plastique,,,,,,,,,,,,0,,,,,
7994,simple,couv0012,"Fourchettes jetables blanches",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"700,00","Biodegradable, Cuilleres, Divers, Fourchettes",,,"http://laroseellc.shop/wp-content/uploads/2023/08/1er-prix-couverts-fourchettes-17cm-plastique-blanc-pas-cher-discount-grossit.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/1er-prix-couverts-fourchettes-17cm-plastique-blanc-pas-cher-discount-grossit.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/Disposable-Forks.jpg",,,,,,,,,0,default,default,default,default,
7995,simple,couv003,"Fourchettes reutilisables transparentes",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"2000,00","Fourchettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/fourchette-plastique-transparent-190mm.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchette-plastique-transparent-190mm-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-jetable-transparente-10-cm-par-250.jpg",,,,,,,,,0,default,default,default,default,
7996,simple,couv0032,"Fourchettes rxc3xa9utilisables transparentes",1,0,visible,50,,,,taxable,,1,,,0,0,,,,,1,,,"2000,00",Divers,,,,,,,,,,,,0,,,,,uag-css-7996-1692254817.css
7997,simple,couv004,"Cuilleres a dessert jetables blanches",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"500,00","Biodegradable, Cuilleres, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/CUILLERE-A-DESSERT-EN-PLASTIQUE-BLANC-LOT-DE-100-.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-dessert.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/CUILLERE-A-DESSERT-EN-PLASTIQUE-BLANC-LOT-DE-100-.jpg",,,,,,,,,0,default,default,default,default,
7998,simple,couv006,"Fourchettes en OR jetables",1,0,visible,"pack de 10",,,,taxable,,1,,,0,0,,,,,1,,,"1000,00","Fourchettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-or1.jpg",,,,,,,,,0,default,default,default,default,
8000,simple,couv008,"Cuilleres a glace",1,0,visible,"pack de 24",,,,taxable,,1,,,0,0,,,,,1,,,"500,00","Cuilleres, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace.jpg",,,,,,,,,0,default,default,default,default,
8001,simple,couv009,"Fruit fork",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"750,00","Fourchettes, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/pique-fruit.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fruit-fork1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fruit-fork.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/pique-fruit.jpg",,,,,,,,,0,default,default,default,default,
8002,simple,couv010,"Kit couverts",1,0,visible,"pack de 25",,,,taxable,,1,,,0,0,,,,,1,,,"3000,00","Biodegradable, Couteaux, Cuilleres, Fourchettes, Kits, Varies",,,"http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kit-couvert.png",,,,,,,,,0,default,default,default,default,
8003,simple,couv014,"Cuilleres a dessert transparentes",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"1000,00","Biodegradable, Cuilleres, Plastique",,,"http://laroseellc.shop/wp-content/uploads/2023/08/couverts-luxe-translucite-cuillere-13cm-plastique-discount-grossite-csj-emba.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/couverts-luxe-translucite-cuillere-13cm-plastique-discount-grossite-csj-emba.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-dessert-transparent.jpg",,,,,,,,,0,default,default,default,default,
8004,simple,couv016,"Fourchettes jetables en bois",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"2000,00","Bois, Fourchettes",,,"http://laroseellc.shop/wp-content/uploads/2023/08/lot-de-12-fourchettes-en-bois-ecologique-16cm-naturel.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/fourchettes-en-bois.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/lot-de-12-fourchettes-en-bois-ecologique-16cm-naturel.jpg",,,,,,,,,0,default,default,default,default,
8005,simple,couv018,"Cuillere a glace en bois",1,0,visible,"pack de 50",,,,taxable,,1,,,0,0,,,,,1,,,"1000,00","Bois, Cuilleres",,,"http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace-en-bois.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace-en-bois.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/cuillere-a-glace-en-bois1.jpg",,,,,,,,,0,default,default,default,default,
8006,simple,cout001,"Couteaux jetables blanc",1,0,visible,"pack de 20",,,,taxable,,1,,,0,0,,,,,1,,,"500,00","Biodegradable, Couteaux",,,"http://laroseellc.shop/wp-content/uploads/2023/08/couteau-jetable1.jpeg, http://laroseellc.shop/wp-content/uploads/2023/08/couteau-jetable-1.jpeg",,,,,,,,,0,default,default,default,default,
8224,simple,BKR006,"Kraft bowl rectangulaire 2 comp. 2100ml",1,0,visible,"pack de 12",,,,taxable,,1,,,0,0,,2100,,,1,,,"6000,00",Divers,,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft1-1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft-1.jpg",,,,,,,,,0,default,default,default,default,
8225,simple,BKR003,"kraft bowl round 750ml",1,0,visible,"pack de None",,,,taxable,,1,,,0,0,,750,,,1,,,"3000,00",Divers,,,"http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft1.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/barquettes-papier-kraft2.jpg",,,,,,,,,0,default,default,default,default,
8226,simple,BKR004,"kraft bowl round 1000ml",1,0,visible,"pack de None",,,,taxable,,1,,,0,0,,1000,,,1,,,"3850,00","Barquettes, Divers",,,"http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-2.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-3.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-4.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-5.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml.jpg, http://laroseellc.shop/wp-content/uploads/2023/08/kraft-bowl-round-1000ml-2-1.jpg",,,,,,,,,0,default,default,default,default,
8227,simple,PLT004R,"Plateau alu oval",1,0,visible,"pack de 5",,,,taxable,,1,,,0,0,,46,,,1,,,"10000,00",Divers,,,,,,,,,,,,0,,,,,
8228,simple," PL015","Plats FALCON en carton GM",1,0,visible,"pack de 100",,,,taxable,,1,,,0,0,,23,,,1,,,"4000,00",Divers,,,,,,,,,,,,0,,,,,
